customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_total,segment
CUST002615,68,21,761.26,3,5,4,354,12,Loyal Customers
CUST002616,33,31,1306.6699999999998,4,5,5,455,14,Champions
CUST002617,20,19,991.79,5,4,5,545,14,Champions
CUST002618,24,30,1146.6299999999999,4,5,5,455,14,Champions
CUST002619,43,19,1083.78,3,4,5,345,12,Loyal Customers
CUST002620,31,33,1718.59,4,5,5,455,14,Champions
CUST002621,12,18,867.77,5,4,5,545,14,Champions
CUST002622,41,19,870.28,3,4,5,345,12,Loyal Customers
CUST002623,21,15,718.81,4,4,4,444,12,Champions
CUST002624,52,13,620.85,3,4,4,344,11,Loyal Customers
CUST002625,42,30,1284.6599999999999,3,5,5,355,13,Loyal Customers
CUST002626,24,15,768.3199999999999,4,4,4,444,12,Champions
CUST002627,45,28,1264.1599999999999,3,5,5,355,13,Loyal Customers
CUST002628,30,18,740.86,4,4,4,444,12,Champions
CUST002629,40,22,883.75,3,5,5,355,13,Loyal Customers
CUST002630,35,15,526.3399999999999,4,4,4,444,12,Champions
CUST002631,19,12,510.85999999999996,5,4,4,544,13,Champions
CUST002632,22,21,852.78,4,5,5,455,14,Champions
CUST002633,42,27,1270.1499999999999,3,5,5,355,13,Loyal Customers
CUST002634,25,22,837.25,4,5,4,454,13,Champions
CUST002635,25,29,1224.11,4,5,5,455,14,Champions
CUST002636,18,30,1251.07,5,5,5,555,15,Champions
CUST002637,35,24,1135.2,4,5,5,455,14,Champions
CUST002638,54,19,1091.79,3,4,5,345,12,Loyal Customers
CUST002639,17,12,472.87,5,4,4,544,13,Champions
CUST002640,30,26,1180.73,4,5,5,455,14,Champions
CUST002641,46,14,586.9,3,4,4,344,11,Loyal Customers
CUST002642,29,20,988.78,4,5,5,455,14,Champions
CUST002643,35,32,1584.61,4,5,5,455,14,Champions
CUST002644,17,32,1729.1399999999999,5,5,5,555,15,Champions
CUST002645,35,10,430.91999999999996,4,3,4,434,11,Others
CUST002646,27,28,1139.6799999999998,4,5,5,455,14,Champions
CUST002647,41,13,580.84,3,4,4,344,11,Loyal Customers
CUST002648,44,22,894.22,3,5,5,355,13,Loyal Customers
CUST002649,61,23,882.2199999999999,3,5,5,355,13,Loyal Customers
CUST002650,36,20,768.77,4,5,4,454,13,Champions
CUST002651,33,32,1504.62,4,5,5,455,14,Champions
CUST002652,32,26,1459.1699999999998,4,5,5,455,14,Champions
CUST002653,25,28,1158.24,4,5,5,455,14,Champions
CUST002654,34,11,559.88,4,4,4,444,12,Champions
CUST002655,26,35,1751.06,4,5,5,455,14,Champions
CUST002656,32,19,824.29,4,4,4,444,12,Champions
CUST002657,45,19,756.27,3,4,4,344,11,Loyal Customers
CUST002658,17,23,711.23,5,5,4,554,14,Champions
CUST002659,43,25,884.6999999999999,3,5,5,355,13,Loyal Customers
CUST002660,45,26,1479.19,3,5,5,355,13,Loyal Customers
CUST002661,28,25,1158.27,4,5,5,455,14,Champions
CUST002662,4,41,1769.98,5,5,5,555,15,Champions
CUST002663,22,13,885.31,4,4,5,445,13,Champions
CUST002664,45,11,971.8,3,4,5,345,12,Loyal Customers
CUST002665,29,32,1980.12,4,5,5,455,14,Champions
CUST002666,18,29,1511.1299999999999,5,5,5,555,15,Champions
CUST002667,23,20,951.29,4,5,5,455,14,Champions
CUST002668,40,21,1013.7499999999999,3,5,5,355,13,Loyal Customers
CUST002669,36,30,1535.6399999999999,4,5,5,455,14,Champions
CUST002670,27,33,1484.67,4,5,5,455,14,Champions
CUST002671,25,17,1202.76,4,4,5,445,13,Champions
CUST002672,25,24,1287.17,4,5,5,455,14,Champions
CUST002673,18,24,1384.68,5,5,5,555,15,Champions
CUST002674,49,33,1415.12,3,5,5,355,13,Loyal Customers
CUST002675,26,26,1114.68,4,5,5,455,14,Champions
CUST002676,44,24,1095.6799999999998,3,5,5,355,13,Loyal Customers
CUST002677,48,38,1603.0,3,5,5,355,13,Loyal Customers
CUST002678,41,27,1113.69,3,5,5,355,13,Loyal Customers
CUST002679,24,31,1531.6,4,5,5,455,14,Champions
CUST002680,34,39,2113.0299999999997,4,5,5,455,14,Champions
CUST002681,29,17,1071.78,4,4,5,445,13,Champions
CUST002682,19,37,1508.04,5,5,5,555,15,Champions
CUST002683,33,34,1267.6499999999999,4,5,5,455,14,Champions
CUST002684,15,18,911.76,5,4,5,545,14,Champions
CUST002685,44,17,704.8,3,4,4,344,11,Loyal Customers
CUST002686,24,25,1503.65,4,5,5,455,14,Champions
CUST002687,32,18,874.79,4,4,5,445,13,Champions
CUST002688,33,36,1622.59,4,5,5,455,14,Champions
CUST002689,26,15,670.8399999999999,4,4,4,444,12,Champions
CUST002690,37,38,1461.04,4,5,5,455,14,Champions
CUST002691,24,40,1992.02,4,5,5,455,14,Champions
CUST002692,40,31,1299.1799999999998,3,5,5,355,13,Loyal Customers
CUST002693,13,30,1397.68,5,5,5,555,15,Champions
CUST002694,31,25,1242.6999999999998,4,5,5,455,14,Champions
CUST002695,53,17,1020.3499999999999,3,4,5,345,12,Loyal Customers
CUST002696,17,15,705.83,5,4,4,544,13,Champions
CUST002697,21,20,1016.76,4,5,5,455,14,Champions
CUST002698,36,13,794.8399999999999,4,4,4,444,12,Champions
CUST002699,32,33,1972.53,4,5,5,455,14,Champions
CUST002700,34,21,683.27,4,5,4,454,13,Champions
CUST002701,35,19,828.8,4,4,4,444,12,Champions
CUST002702,37,20,732.75,4,5,4,454,13,Champions
CUST002703,43,18,782.77,3,4,4,344,11,Loyal Customers
CUST002704,34,25,1003.73,4,5,5,455,14,Champions
CUST002705,27,15,554.78,4,4,4,444,12,Champions
CUST002706,38,35,1569.6,3,5,5,355,13,Loyal Customers
CUST002707,52,21,875.27,3,5,5,355,13,Loyal Customers
CUST002708,28,12,619.8299999999999,4,4,4,444,12,Champions
CUST002709,18,20,910.79,5,5,5,555,15,Champions
CUST002710,43,17,725.78,3,4,4,344,11,Loyal Customers
CUST002711,28,30,1411.08,4,5,5,455,14,Champions
CUST002712,3,33,1372.1399999999999,5,5,5,555,15,Champions
CUST002713,40,17,676.81,3,4,4,344,11,Loyal Customers
CUST002714,23,37,2093.04,4,5,5,455,14,Champions
CUST002715,28,30,1506.17,4,5,5,455,14,Champions
CUST002716,33,17,876.31,4,4,5,445,13,Champions
CUST002717,32,25,821.73,4,5,4,454,13,Champions
CUST002718,38,22,928.77,3,5,5,355,13,Loyal Customers
CUST002719,24,31,1574.1499999999999,4,5,5,455,14,Champions
CUST002720,36,32,1625.08,4,5,5,455,14,Champions
CUST002721,26,16,775.31,4,4,4,444,12,Champions
CUST002722,38,34,1715.1,3,5,5,355,13,Loyal Customers
CUST002723,37,26,1513.21,4,5,5,455,14,Champions
CUST002724,18,24,924.23,5,5,5,555,15,Champions
CUST002725,43,9,478.88,3,3,4,334,10,Others
CUST002726,23,27,1185.1699999999998,4,5,5,455,14,Champions
CUST002727,39,31,1741.6299999999999,3,5,5,355,13,Loyal Customers
CUST002728,34,31,1601.1599999999999,4,5,5,455,14,Champions
CUST002729,52,31,1263.1599999999999,3,5,5,355,13,Loyal Customers
CUST002730,27,27,1538.68,4,5,5,455,14,Champions
CUST002731,25,30,1328.6,4,5,5,455,14,Champions
CUST002732,29,15,563.31,4,4,4,444,12,Champions
CUST002733,26,20,695.78,4,5,4,454,13,Champions
CUST002734,39,22,1249.6999999999998,3,5,5,355,13,Loyal Customers
CUST002735,10,18,915.26,5,4,5,545,14,Champions
CUST002736,17,14,665.35,5,4,4,544,13,Champions
CUST002737,17,25,1304.6599999999999,5,5,5,555,15,Champions
CUST002738,41,19,938.74,3,4,5,345,12,Loyal Customers
CUST002739,50,14,699.81,3,4,4,344,11,Loyal Customers
CUST002740,28,28,1110.6599999999999,4,5,5,455,14,Champions
CUST002741,27,19,960.7099999999999,4,4,5,445,13,Champions
CUST002742,30,24,1077.72,4,5,5,455,14,Champions
CUST002743,43,37,1614.59,3,5,5,355,13,Loyal Customers
CUST002744,18,17,655.31,5,4,4,544,13,Champions
CUST002745,32,40,1552.56,4,5,5,455,14,Champions
CUST002746,41,32,2014.08,3,5,5,355,13,Loyal Customers
CUST002747,36,15,534.81,4,4,4,444,12,Champions
CUST002748,32,20,847.25,4,5,4,454,13,Champions
CUST002749,42,32,1670.6499999999999,3,5,5,355,13,Loyal Customers
CUST002750,0,18,838.84,5,4,4,544,13,Champions
CUST002751,38,22,885.2199999999999,3,5,5,355,13,Loyal Customers
CUST002752,22,14,677.8199999999999,4,4,4,444,12,Champions
CUST002753,8,14,764.84,5,4,4,544,13,Champions
CUST002754,36,16,625.81,4,4,4,444,12,Champions
CUST002755,46,12,393.85999999999996,3,4,4,344,11,Loyal Customers
CUST002756,28,20,839.76,4,5,4,454,13,Champions
CUST002757,41,36,1595.04,3,5,5,355,13,Loyal Customers
CUST002758,49,12,450.38,3,4,4,344,11,Loyal Customers
CUST002759,45,30,1445.17,3,5,5,355,13,Loyal Customers
CUST002760,49,29,1424.6599999999999,3,5,5,355,13,Loyal Customers
CUST002761,38,28,1412.63,3,5,5,355,13,Loyal Customers
CUST002762,30,15,758.8199999999999,4,4,4,444,12,Champions
CUST002763,10,20,735.78,5,5,4,554,14,Champions
CUST002764,27,16,924.8,4,4,5,445,13,Champions
CUST002765,19,25,1223.71,5,5,5,555,15,Champions
CUST002766,56,38,1475.1,3,5,5,355,13,Loyal Customers
CUST002767,27,19,1212.74,4,4,5,445,13,Champions
CUST002768,31,14,603.3199999999999,4,4,4,444,12,Champions
CUST002769,36,19,865.29,4,4,5,445,13,Champions
CUST002770,30,42,1861.1299999999999,4,5,5,455,14,Champions
CUST002771,50,35,1630.57,3,5,5,355,13,Loyal Customers
CUST002772,22,32,1464.62,4,5,5,455,14,Champions
CUST002773,32,19,950.77,4,4,5,445,13,Champions
CUST002774,21,20,829.26,4,5,4,454,13,Champions
CUST002775,14,16,712.3199999999999,5,4,4,544,13,Champions
CUST002776,22,44,1978.48,4,5,5,455,14,Champions
CUST002777,29,26,1055.24,4,5,5,455,14,Champions
CUST002778,24,38,1701.04,4,5,5,455,14,Champions
CUST002779,21,26,1818.1799999999998,4,5,5,455,14,Champions
CUST002780,13,26,991.67,5,5,5,555,15,Champions
CUST002781,29,24,914.1999999999999,4,5,5,455,14,Champions
CUST002782,11,23,1104.74,5,5,5,555,15,Champions
CUST002783,39,15,792.8299999999999,3,4,4,344,11,Loyal Customers
CUST002784,30,21,1045.23,4,5,5,455,14,Champions
CUST002785,12,22,1306.68,5,5,5,555,15,Champions
CUST002786,26,30,1633.12,4,5,5,455,14,Champions
CUST002787,20,11,453.87,5,4,4,544,13,Champions
CUST002788,33,17,692.8199999999999,4,4,4,444,12,Champions
CUST002789,46,29,1322.1399999999999,3,5,5,355,13,Loyal Customers
CUST002790,7,19,774.28,5,4,4,544,13,Champions
CUST002791,31,17,764.79,4,4,4,444,12,Champions
CUST002792,28,34,1484.1699999999998,4,5,5,455,14,Champions
CUST002793,38,29,1867.62,3,5,5,355,13,Loyal Customers
CUST002794,32,39,2204.49,4,5,5,455,14,Champions
CUST002795,20,19,983.76,5,4,5,545,14,Champions
CUST002796,26,31,1029.19,4,5,5,455,14,Champions
CUST002797,20,38,2091.0,5,5,5,555,15,Champions
CUST002798,42,28,1399.7,3,5,5,355,13,Loyal Customers
CUST002799,30,22,909.2099999999999,4,5,5,455,14,Champions
CUST002800,52,17,995.78,3,4,5,345,12,Loyal Customers
CUST002801,29,25,1084.74,4,5,5,455,14,Champions
CUST002802,21,44,2392.45,4,5,5,455,14,Champions
CUST002803,11,18,642.81,5,4,4,544,13,Champions
CUST002804,8,27,1116.27,5,5,5,555,15,Champions
CUST002805,10,24,1144.76,5,5,5,555,15,Champions
CUST002806,33,29,1597.61,4,5,5,455,14,Champions
CUST002807,36,29,1533.07,4,5,5,455,14,Champions
CUST002808,11,13,467.87,5,4,4,544,13,Champions
CUST002809,40,28,1552.61,3,5,5,355,13,Loyal Customers
CUST002810,24,19,781.28,4,4,4,444,12,Champions
CUST002811,31,21,1271.26,4,5,5,455,14,Champions
CUST002812,49,21,918.75,3,5,5,355,13,Loyal Customers
CUST002813,40,23,1229.19,3,5,5,355,13,Loyal Customers
CUST002814,26,21,875.29,4,5,5,455,14,Champions
CUST002815,19,27,1316.19,5,5,5,555,15,Champions
CUST002816,4,36,1570.61,5,5,5,555,15,Champions
CUST002817,21,28,1254.7,4,5,5,455,14,Champions
CUST002818,27,28,1190.1699999999998,4,5,5,455,14,Champions
CUST002819,18,24,1167.6699999999998,5,5,5,555,15,Champions
CUST002820,28,22,907.25,4,5,5,455,14,Champions
CUST002821,30,15,549.39,4,4,4,444,12,Champions
CUST002822,27,13,534.3499999999999,4,4,4,444,12,Champions
CUST002823,22,30,1368.6599999999999,4,5,5,455,14,Champions
CUST002824,32,27,931.2099999999999,4,5,5,455,14,Champions
CUST002825,35,16,587.35,4,4,4,444,12,Champions
CUST002826,16,12,552.89,5,4,4,544,13,Champions
CUST002827,46,22,1047.76,3,5,5,355,13,Loyal Customers
CUST002828,28,37,1499.12,4,5,5,455,14,Champions
CUST002829,30,29,1324.6499999999999,4,5,5,455,14,Champions
CUST002830,38,20,643.81,3,5,4,354,12,Loyal Customers
CUST002831,32,16,652.85,4,4,4,444,12,Champions
CUST002832,41,31,1546.1499999999999,3,5,5,355,13,Loyal Customers
CUST002833,33,35,1666.09,4,5,5,455,14,Champions
CUST002834,22,31,1315.1599999999999,4,5,5,455,14,Champions
CUST002835,34,17,977.78,4,4,5,445,13,Champions
CUST002836,16,24,983.2099999999999,5,5,5,555,15,Champions
CUST002837,31,36,1499.62,4,5,5,455,14,Champions
CUST002838,29,18,695.29,4,4,4,444,12,Champions
CUST002839,27,23,1136.7,4,5,5,455,14,Champions
CUST002840,28,28,1462.62,4,5,5,455,14,Champions
CUST002841,7,31,1781.03,5,5,5,555,15,Champions
CUST002842,23,17,739.78,4,4,4,444,12,Champions
CUST002843,31,20,961.28,4,5,5,455,14,Champions
CUST002844,31,23,1105.73,4,5,5,455,14,Champions
CUST002845,17,15,766.8299999999999,5,4,4,544,13,Champions
CUST002846,45,28,1392.2,3,5,5,355,13,Loyal Customers
CUST002847,19,27,1432.6999999999998,5,5,5,555,15,Champions
CUST002848,41,17,772.29,3,4,4,344,11,Loyal Customers
CUST002849,35,32,1361.12,4,5,5,455,14,Champions
CUST002850,22,26,1369.73,4,5,5,455,14,Champions
CUST002851,51,25,1244.69,3,5,5,355,13,Loyal Customers
CUST002852,15,9,291.92,5,3,3,533,11,Potential Loyalists
CUST002853,41,20,951.77,3,5,5,355,13,Loyal Customers
CUST002854,42,32,1157.1499999999999,3,5,5,355,13,Loyal Customers
CUST002855,21,14,587.85,4,4,4,444,12,Champions
CUST002856,46,22,1263.73,3,5,5,355,13,Loyal Customers
CUST002857,26,16,832.26,4,4,4,444,12,Champions
CUST002858,33,12,720.3399999999999,4,4,4,444,12,Champions
CUST002859,33,14,749.8100000000001,4,4,4,444,12,Champions
CUST002860,28,21,1034.23,4,5,5,455,14,Champions
CUST002861,39,18,942.27,3,4,5,345,12,Loyal Customers
CUST002862,39,15,708.8199999999999,3,4,4,344,11,Loyal Customers
CUST002863,9,36,2418.02,5,5,5,555,15,Champions
CUST002864,45,24,961.17,3,5,5,355,13,Loyal Customers
CUST002865,10,21,1080.23,5,5,5,555,15,Champions
CUST002866,42,23,1209.74,3,5,5,355,13,Loyal Customers
CUST002867,43,34,2270.46,3,5,5,355,13,Loyal Customers
CUST002868,16,29,1536.11,5,5,5,555,15,Champions
CUST002869,25,19,701.8199999999999,4,4,4,444,12,Champions
CUST002870,16,24,925.24,5,5,5,555,15,Champions
CUST002871,27,27,1577.23,4,5,5,455,14,Champions
CUST002872,26,12,438.84999999999997,4,4,4,444,12,Champions
CUST002873,39,16,861.8199999999999,3,4,5,345,12,Loyal Customers
CUST002874,45,15,810.82,3,4,4,344,11,Loyal Customers
CUST002875,46,32,1265.68,3,5,5,355,13,Loyal Customers
CUST002876,23,27,1310.66,4,5,5,455,14,Champions
CUST002877,27,29,1595.57,4,5,5,455,14,Champions
CUST002878,9,26,1338.71,5,5,5,555,15,Champions
CUST002879,20,15,543.35,5,4,4,544,13,Champions
CUST002880,41,27,1080.2,3,5,5,355,13,Loyal Customers
CUST002881,49,20,1107.76,3,5,5,355,13,Loyal Customers
CUST002882,15,35,1352.08,5,5,5,555,15,Champions
CUST002883,22,12,567.88,4,4,4,444,12,Champions
CUST002884,29,23,1142.24,4,5,5,455,14,Champions
CUST002885,33,16,758.81,4,4,4,444,12,Champions
CUST002886,20,16,759.81,5,4,4,544,13,Champions
CUST002887,35,28,1103.71,4,5,5,455,14,Champions
CUST002888,24,27,1304.7,4,5,5,455,14,Champions
CUST002889,29,32,1299.1799999999998,4,5,5,455,14,Champions
CUST002890,36,19,1081.79,4,4,5,445,13,Champions
CUST002891,30,31,1542.62,4,5,5,455,14,Champions
CUST002892,24,26,922.23,4,5,5,455,14,Champions
CUST002893,28,17,718.8,4,4,4,444,12,Champions
CUST002894,28,30,1329.1999999999998,4,5,5,455,14,Champions
CUST002895,25,31,1233.67,4,5,5,455,14,Champions
CUST002896,26,25,936.24,4,5,5,455,14,Champions
CUST002897,49,25,1268.69,3,5,5,355,13,Loyal Customers
CUST002898,36,37,1499.06,4,5,5,455,14,Champions
CUST002899,26,36,2018.5,4,5,5,455,14,Champions
CUST002900,38,20,913.24,3,5,5,355,13,Loyal Customers
CUST002901,25,19,892.27,4,4,5,445,13,Champions
CUST002902,44,14,508.84999999999997,3,4,4,344,11,Loyal Customers
CUST002903,34,27,1304.6599999999999,4,5,5,455,14,Champions
CUST002904,28,27,1156.1899999999998,4,5,5,455,14,Champions
CUST002905,35,22,1093.22,4,5,5,455,14,Champions
CUST002906,11,30,1621.1599999999999,5,5,5,555,15,Champions
CUST002907,16,11,481.84999999999997,5,4,4,544,13,Champions
CUST002908,15,20,1033.74,5,5,5,555,15,Champions
CUST002909,31,18,1117.74,4,4,5,445,13,Champions
CUST002910,50,12,439.34999999999997,3,4,4,344,11,Loyal Customers
CUST002911,56,26,1297.1599999999999,3,5,5,355,13,Loyal Customers
CUST002912,37,34,1367.08,4,5,5,455,14,Champions
CUST002913,36,27,1027.17,4,5,5,455,14,Champions
CUST002914,8,31,1457.18,5,5,5,555,15,Champions
CUST002915,23,25,1229.1499999999999,4,5,5,455,14,Champions
CUST002916,20,27,1067.67,5,5,5,555,15,Champions
CUST002917,22,29,1179.75,4,5,5,455,14,Champions
CUST002918,27,30,1558.11,4,5,5,455,14,Champions
CUST002919,24,27,1043.1399999999999,4,5,5,455,14,Champions
CUST002920,6,21,779.26,5,5,4,554,14,Champions
CUST002921,38,22,1170.76,3,5,5,355,13,Loyal Customers
CUST002922,17,13,795.3299999999999,5,4,4,544,13,Champions
CUST002923,32,14,646.3199999999999,4,4,4,444,12,Champions
CUST002924,54,20,1004.75,3,5,5,355,13,Loyal Customers
CUST002925,18,30,1406.73,5,5,5,555,15,Champions
CUST002926,0,34,2204.54,5,5,5,555,15,Champions
CUST002927,26,14,561.36,4,4,4,444,12,Champions
CUST002928,43,29,1024.19,3,5,5,355,13,Loyal Customers
CUST002929,53,20,859.75,3,5,5,355,13,Loyal Customers
CUST002930,15,35,1757.57,5,5,5,555,15,Champions
CUST002931,35,37,1847.55,4,5,5,455,14,Champions
CUST002932,24,16,822.8,4,4,4,444,12,Champions
CUST002933,28,19,972.78,4,4,5,445,13,Champions
CUST002934,61,29,1187.71,3,5,5,355,13,Loyal Customers
CUST002935,11,29,1555.12,5,5,5,555,15,Champions
CUST002936,33,20,819.74,4,5,4,454,13,Champions
CUST002937,35,18,914.8199999999999,4,4,5,445,13,Champions
CUST002938,43,22,777.78,3,5,4,354,12,Loyal Customers
CUST002939,31,17,686.32,4,4,4,444,12,Champions
CUST002940,33,31,1253.1499999999999,4,5,5,455,14,Champions
CUST002941,25,11,785.8299999999999,4,4,4,444,12,Champions
CUST002942,33,28,1204.1499999999999,4,5,5,455,14,Champions
CUST002943,25,22,941.21,4,5,5,455,14,Champions
CUST002944,37,13,523.89,4,4,4,444,12,Champions
CUST002945,25,25,1483.1899999999998,4,5,5,455,14,Champions
CUST002946,34,19,839.73,4,4,4,444,12,Champions
CUST002947,29,24,1177.19,4,5,5,455,14,Champions
CUST002948,43,11,551.87,3,4,4,344,11,Loyal Customers
CUST002949,29,33,1658.56,4,5,5,455,14,Champions
CUST002950,8,30,1378.1299999999999,5,5,5,555,15,Champions
CUST002951,45,36,1390.08,3,5,5,355,13,Loyal Customers
CUST002952,19,11,507.9,5,4,4,544,13,Champions
CUST002953,22,23,1052.76,4,5,5,455,14,Champions
CUST002954,22,33,1395.1299999999999,4,5,5,455,14,Champions
CUST002955,46,15,711.8399999999999,3,4,4,344,11,Loyal Customers
CUST002956,4,30,1427.6399999999999,5,5,5,555,15,Champions
CUST002957,67,24,972.77,3,5,5,355,13,Loyal Customers
CUST002958,42,18,587.75,3,4,4,344,11,Loyal Customers
CUST002959,32,15,568.86,4,4,4,444,12,Champions
CUST002960,29,10,368.34999999999997,4,3,3,433,10,Potential Loyalists
CUST002961,33,23,971.7099999999999,4,5,5,455,14,Champions
CUST002962,36,15,801.3,4,4,4,444,12,Champions
CUST002963,37,32,1270.1499999999999,4,5,5,455,14,Champions
CUST002964,36,11,434.87999999999994,4,4,4,444,12,Champions
CUST002965,31,24,913.1899999999999,4,5,5,455,14,Champions
CUST002966,27,21,1027.23,4,5,5,455,14,Champions
CUST002967,28,45,2301.0099999999998,4,5,5,455,14,Champions
CUST002968,27,33,2272.5,4,5,5,455,14,Champions
CUST002969,43,18,646.29,3,4,4,344,11,Loyal Customers
CUST002970,37,27,1166.66,4,5,5,455,14,Champions
CUST002971,0,22,1225.7199999999998,5,5,5,555,15,Champions
CUST002972,37,20,1146.74,4,5,5,455,14,Champions
CUST002973,32,30,1403.11,4,5,5,455,14,Champions
CUST002974,29,19,760.26,4,4,4,444,12,Champions
CUST002975,25,33,1356.1399999999999,4,5,5,455,14,Champions
CUST002976,43,31,1628.62,3,5,5,355,13,Loyal Customers
CUST002977,41,28,1323.68,3,5,5,355,13,Loyal Customers
CUST002978,20,30,1523.6299999999999,5,5,5,555,15,Champions
CUST002979,34,15,895.78,4,4,5,445,13,Champions
CUST002980,18,18,856.3,5,4,5,545,14,Champions
CUST002981,13,16,837.29,5,4,4,544,13,Champions
CUST002982,22,31,1620.6299999999999,4,5,5,455,14,Champions
CUST002983,40,20,799.72,3,5,4,354,12,Loyal Customers
CUST002984,41,35,1471.1399999999999,3,5,5,355,13,Loyal Customers
CUST002985,36,32,1361.6299999999999,4,5,5,455,14,Champions
CUST002986,38,19,1074.77,3,4,5,345,12,Loyal Customers
CUST002987,36,32,1743.61,4,5,5,455,14,Champions
CUST002988,22,26,923.1999999999999,4,5,5,455,14,Champions
CUST002989,35,15,607.8399999999999,4,4,4,444,12,Champions
CUST002990,39,20,1018.27,3,5,5,355,13,Loyal Customers
CUST002991,39,34,1676.62,3,5,5,355,13,Loyal Customers
CUST002992,44,17,808.3299999999999,3,4,4,344,11,Loyal Customers
CUST002993,38,25,1486.22,3,5,5,355,13,Loyal Customers
CUST002994,34,23,1018.27,4,5,5,455,14,Champions
CUST002995,42,26,1282.76,3,5,5,355,13,Loyal Customers
CUST002996,29,27,1134.17,4,5,5,455,14,Champions
CUST002997,19,24,1260.2,5,5,5,555,15,Champions
CUST002998,28,35,1322.08,4,5,5,455,14,Champions
CUST002999,21,12,351.87,4,4,3,443,11,Loyal Customers
CUST003000,43,13,521.8299999999999,3,4,4,344,11,Loyal Customers
CUST003001,56,6,129.44,3,2,2,322,7,Potential Loyalists
CUST003002,40,15,672.3,3,4,4,344,11,Loyal Customers
CUST003003,52,5,274.94,3,2,3,323,8,Potential Loyalists
CUST003004,14,17,692.75,5,4,4,544,13,Champions
CUST003005,65,10,352.86,3,3,3,333,9,Potential Loyalists
CUST003006,60,7,232.91,3,3,2,332,8,Potential Loyalists
CUST003007,40,4,133.92,3,1,2,312,6,Potential Loyalists
CUST003008,75,15,604.25,3,4,4,344,11,Loyal Customers
CUST003009,82,19,601.25,3,4,4,344,11,Loyal Customers
CUST003010,21,9,315.90999999999997,4,3,3,433,10,Potential Loyalists
CUST003011,41,15,516.35,3,4,4,344,11,Loyal Customers
CUST003012,41,15,549.86,3,4,4,344,11,Loyal Customers
CUST003013,37,12,581.89,4,4,4,444,12,Champions
CUST003014,79,16,720.8,3,4,4,344,11,Loyal Customers
CUST003015,55,16,542.3299999999999,3,4,4,344,11,Loyal Customers
CUST003016,53,7,367.95,3,3,3,333,9,Potential Loyalists
CUST003017,11,15,636.33,5,4,4,544,13,Champions
CUST003018,75,12,534.35,3,4,4,344,11,Loyal Customers
CUST003019,30,13,490.35999999999996,4,4,4,444,12,Champions
CUST003020,61,7,208.91,3,3,2,332,8,Potential Loyalists
CUST003021,66,8,301.38,3,3,3,333,9,Potential Loyalists
CUST003022,92,9,268.4,3,3,3,333,9,Potential Loyalists
CUST003023,28,11,399.37,4,4,4,444,12,Champions
CUST003024,0,16,715.8,5,4,4,544,13,Champions
CUST003025,64,9,305.90999999999997,3,3,3,333,9,Potential Loyalists
CUST003026,103,13,328.85999999999996,3,4,3,343,10,Loyal Customers
CUST003027,89,10,557.39,3,3,4,334,10,Others
CUST003028,65,3,85.47,3,1,1,311,5,Potential Loyalists
CUST003029,48,10,335.87,3,3,3,333,9,Potential Loyalists
CUST003030,79,7,301.93,3,3,3,333,9,Potential Loyalists
CUST003031,36,12,386.39,4,4,4,444,12,Champions
CUST003032,71,11,298.89,3,4,3,343,10,Loyal Customers
CUST003033,72,15,542.85,3,4,4,344,11,Loyal Customers
CUST003034,85,15,811.81,3,4,4,344,11,Loyal Customers
CUST003035,126,7,290.89,2,3,3,233,8,At Risk
CUST003036,69,7,185.93,3,3,2,332,8,Potential Loyalists
CUST003037,47,9,334.88,3,3,3,333,9,Potential Loyalists
CUST003038,59,10,288.9,3,3,3,333,9,Potential Loyalists
CUST003039,17,5,184.97,5,2,2,522,9,Potential Loyalists
CUST003040,43,17,677.78,3,4,4,344,11,Loyal Customers
CUST003041,50,6,189.42999999999998,3,2,2,322,7,Potential Loyalists
CUST003042,47,12,523.37,3,4,4,344,11,Loyal Customers
CUST003043,63,4,146.95999999999998,3,1,2,312,6,Potential Loyalists
CUST003044,40,13,545.8299999999999,3,4,4,344,11,Loyal Customers
CUST003045,86,5,157.95,3,2,2,322,7,Potential Loyalists
CUST003046,60,5,192.95,3,2,2,322,7,Potential Loyalists
CUST003047,59,6,187.95,3,2,2,322,7,Potential Loyalists
CUST003048,52,10,437.37,3,3,4,334,10,Others
CUST003049,63,11,241.89999999999998,3,4,3,343,10,Loyal Customers
CUST003050,79,9,487.4,3,3,4,334,10,Others
CUST003051,39,8,400.88,3,3,4,334,10,Others
CUST003052,44,13,436.33,3,4,4,344,11,Loyal Customers
CUST003053,52,5,81.94999999999999,3,2,1,321,6,Potential Loyalists
CUST003054,27,8,335.38,4,3,3,433,10,Potential Loyalists
CUST003055,40,11,367.39,3,4,3,343,10,Loyal Customers
CUST003056,48,19,973.27,3,4,5,345,12,Loyal Customers
CUST003057,80,9,287.89,3,3,3,333,9,Potential Loyalists
CUST003058,66,10,450.86,3,3,4,334,10,Others
CUST003059,64,5,124.44,3,2,1,321,6,Potential Loyalists
CUST003060,80,10,292.9,3,3,3,333,9,Potential Loyalists
CUST003061,56,6,428.91999999999996,3,2,4,324,9,Others
CUST003062,69,6,283.9,3,2,3,323,8,Potential Loyalists
CUST003063,57,10,373.35999999999996,3,3,3,333,9,Potential Loyalists
CUST003064,66,12,355.88,3,4,3,343,10,Loyal Customers
