customer_id,original_segment
CUST003458,Potential
CUST003459,Potential
CUST003460,Potential
CUST003461,Potential
CUST003462,Potential
CUST003463,Potential
CUST003464,Potential
CUST003465,Potential
CUST003466,Potential
CUST003467,Potential
CUST003468,Potential
CUST003469,Potential
CUST003470,Potential
CUST003471,Potential
CUST003472,Potential
CUST003473,Potential
CUST003474,Potential
CUST003475,Potential
CUST003476,Potential
CUST003477,Potential
CUST003478,Potential
CUST003479,Potential
CUST003480,Potential
CUST003481,Potential
CUST003482,Potential
CUST003483,Potential
CUST003484,Potential
CUST003485,Potential
CUST003486,Potential
CUST003487,Potential
CUST003488,Potential
CUST003489,Potential
CUST003490,Potential
CUST003491,Potential
CUST003492,Potential
CUST003493,Potential
CUST003494,Potential
CUST003495,Potential
CUST003496,Potential
CUST003497,Potential
CUST003498,Potential
CUST003499,Potential
CUST003500,Potential
CUST003501,Potential
CUST003502,Potential
CUST003503,Potential
CUST003504,Potential
CUST003505,Potential
CUST003506,Potential
CUST003507,Potential
CUST003508,Potential
CUST003509,Potential
CUST003510,Potential
CUST003511,Potential
CUST003512,Potential
CUST003513,Potential
CUST003514,Potential
CUST003515,Potential
CUST003516,Potential
CUST003517,Potential
CUST003518,Potential
CUST003519,Potential
CUST003520,Potential
CUST003521,Potential
CUST003522,Potential
CUST003523,Potential
CUST003524,Potential
CUST003525,Potential
CUST003526,Potential
CUST003527,Potential
CUST003528,Potential
CUST003529,Potential
CUST003530,Potential
CUST003531,Potential
CUST003532,Potential
CUST003533,Potential
CUST003534,Potential
CUST003535,Potential
CUST003536,Potential
CUST003537,Potential
CUST003538,Potential
CUST003539,Potential
CUST003540,Potential
CUST003541,Potential
CUST003542,Potential
CUST003543,Potential
CUST003544,Potential
CUST003545,Potential
CUST003546,Potential
CUST003547,Potential
CUST003548,Potential
CUST003549,Potential
CUST003550,Potential
CUST003551,Potential
CUST003552,Potential
CUST003553,Potential
CUST003554,Potential
CUST003555,Potential
CUST003556,Potential
CUST003557,Potential
CUST003558,Potential
CUST003559,Potential
CUST003560,Potential
CUST003561,Potential
CUST003562,Potential
CUST003563,Potential
CUST003564,Potential
CUST003565,Potential
CUST003566,Potential
CUST003567,Potential
CUST003568,Potential
CUST003569,Potential
CUST003570,Potential
CUST003571,Potential
CUST003572,Potential
CUST003573,Potential
CUST003574,Potential
CUST003575,Potential
CUST003576,Potential
CUST003577,Potential
CUST003578,Potential
CUST003579,Potential
CUST003580,Potential
CUST003581,Potential
CUST003582,Potential
CUST003583,Potential
CUST003584,Potential
CUST003585,Potential
CUST003586,Potential
CUST003587,Potential
CUST003588,Potential
CUST003589,Potential
CUST003590,Potential
CUST003591,Potential
CUST003592,Potential
CUST003593,Potential
CUST003594,Potential
CUST003595,Potential
CUST003596,Potential
CUST003597,Potential
CUST003598,Potential
CUST003599,Potential
CUST003600,Potential
CUST003601,Potential
CUST003602,Potential
CUST003603,Potential
CUST003604,Potential
CUST003605,Potential
CUST003606,Potential
CUST003607,Potential
CUST003608,Potential
CUST003609,Potential
CUST003610,Potential
CUST003611,Potential
CUST003612,Potential
CUST003613,Potential
CUST003614,Potential
CUST003615,Potential
CUST003616,Potential
CUST003617,Potential
CUST003618,Potential
CUST003619,Potential
CUST003620,Potential
CUST003621,Potential
CUST003622,Potential
CUST003623,Potential
CUST003624,Potential
CUST003625,Potential
CUST003626,Potential
CUST003627,Potential
CUST003628,Potential
CUST003629,Potential
CUST003630,Potential
CUST003631,Potential
CUST003632,Potential
CUST003633,Potential
CUST003634,Potential
CUST003635,Potential
CUST003636,Potential
CUST003637,Potential
CUST003638,Potential
CUST003639,Potential
CUST003640,Potential
CUST003641,Potential
CUST003642,Potential
CUST003643,Potential
CUST003644,Potential
CUST003645,Potential
CUST003646,Potential
CUST003647,Potential
CUST003648,Potential
CUST003649,Potential
CUST003650,Potential
CUST003651,Potential
CUST003652,Potential
CUST003653,Potential
CUST003654,Potential
CUST003655,Potential
CUST003656,Potential
CUST003657,Potential
CUST003658,Potential
CUST003659,Potential
CUST003660,Potential
CUST003661,Potential
CUST003662,Potential
CUST003663,Potential
CUST003664,Potential
CUST003665,Potential
CUST003666,Potential
CUST003667,Potential
CUST003668,Potential
CUST003669,Potential
CUST003670,Potential
CUST003671,Potential
CUST003672,Potential
CUST003673,Potential
CUST003674,Potential
CUST003675,Potential
CUST003676,Potential
CUST003677,Potential
CUST003678,Potential
CUST003679,Potential
CUST003680,Potential
CUST003681,Potential
CUST003682,Potential
CUST003683,Potential
CUST003684,Potential
CUST003685,Potential
CUST003686,Potential
CUST003687,Potential
CUST003688,Potential
CUST003689,Potential
CUST003690,Potential
CUST003691,Potential
CUST003692,Potential
CUST003693,Potential
CUST003694,Potential
CUST003695,Potential
CUST003696,Potential
CUST003697,Potential
CUST003698,Potential
CUST003699,Potential
CUST003700,Potential
CUST003701,Potential
CUST003702,Potential
CUST003703,Potential
CUST003704,Potential
CUST003705,Potential
CUST003706,Potential
CUST003707,Potential
CUST003708,Potential
CUST003709,Potential
CUST003710,Potential
CUST003711,Potential
CUST003712,Potential
CUST003713,Potential
CUST003714,Potential
CUST003715,Potential
CUST003716,Potential
CUST003717,Potential
CUST003718,Potential
CUST003719,Potential
CUST003720,Potential
CUST003721,Potential
CUST003722,Potential
CUST003723,Potential
CUST003724,Potential
CUST003725,Potential
CUST003726,Potential
CUST003727,Potential
CUST003728,Potential
CUST003729,Potential
CUST003730,Potential
CUST003731,Potential
CUST003732,Potential
CUST003733,Potential
CUST003734,Potential
CUST003735,Potential
CUST003736,Potential
CUST003737,Potential
CUST003738,Potential
CUST003739,Potential
CUST003740,Potential
CUST003741,Potential
CUST003742,Potential
CUST003743,Potential
CUST003744,Potential
CUST003745,Potential
CUST003746,Potential
CUST003747,Potential
CUST003748,Potential
CUST003749,Potential
CUST003750,Potential
CUST003751,Potential
CUST003752,Potential
CUST003753,Potential
CUST003754,Potential
CUST003755,Potential
CUST003756,Potential
CUST003757,Potential
CUST003758,Potential
CUST003759,Potential
CUST003760,Potential
CUST003761,Potential
CUST003762,Potential
CUST003763,Potential
CUST003764,Potential
CUST003765,Potential
CUST003766,Potential
CUST003767,Potential
CUST003768,Potential
CUST003769,Potential
CUST003770,Potential
CUST003771,Potential
CUST003772,Potential
CUST003773,Potential
CUST003774,Potential
CUST003775,Potential
CUST003776,Potential
CUST003777,Potential
CUST003778,Potential
CUST003779,Potential
CUST003780,Potential
CUST003781,Potential
CUST003782,Potential
CUST003783,Potential
CUST003784,Potential
CUST003785,Potential
CUST003786,Potential
CUST003787,Potential
CUST003788,Potential
CUST003789,Potential
CUST003790,Potential
CUST003791,Potential
CUST003792,Potential
CUST003793,Potential
CUST003794,Potential
CUST003795,Potential
CUST003796,Potential
CUST003797,Potential
CUST003798,Potential
CUST003799,Potential
CUST003800,Potential
CUST003801,Potential
CUST003802,Potential
CUST003803,Potential
CUST003804,Potential
CUST003805,Potential
CUST003806,Potential
CUST003807,Potential
CUST003808,Potential
CUST003809,Potential
CUST003810,Potential
CUST003811,Potential
CUST003812,Potential
CUST003813,Potential
CUST003814,Potential
CUST003815,Potential
CUST003816,Potential
CUST003817,Potential
CUST003818,Potential
CUST003819,Potential
CUST003820,Potential
CUST003821,Potential
CUST003822,Potential
CUST003823,Potential
CUST003824,Potential
CUST003825,Potential
CUST003826,Potential
CUST003827,Potential
CUST003828,Potential
CUST003829,Potential
CUST003830,Potential
CUST003831,Potential
CUST003832,Potential
CUST003833,Potential
CUST003834,Potential
CUST003835,Potential
CUST003836,Potential
CUST003837,Potential
CUST003838,Potential
CUST003839,Potential
CUST003840,Potential
CUST003841,Potential
CUST003842,Potential
CUST003843,Potential
CUST003844,Potential
CUST003845,Potential
CUST003846,Potential
CUST003847,Potential
CUST003848,Potential
CUST003849,Potential
CUST003850,Potential
CUST003851,Potential
CUST003852,Potential
CUST003853,Potential
CUST003854,Potential
CUST003855,Potential
CUST003856,Potential
CUST003857,Potential
CUST003858,Potential
CUST003859,Potential
CUST003860,Potential
CUST003861,Potential
CUST003862,Potential
CUST003863,Potential
CUST003864,Potential
CUST003865,Potential
CUST003866,Potential
CUST003867,Potential
CUST003868,Potential
CUST003869,Potential
CUST003870,Potential
CUST003871,Potential
CUST003872,Potential
CUST003873,Potential
CUST003874,Potential
CUST003875,Potential
CUST003876,Potential
CUST003877,Potential
CUST003878,Potential
CUST003879,Potential
CUST003880,Potential
CUST003881,Potential
CUST003882,Potential
CUST003883,Potential
CUST003884,Potential
CUST003885,Potential
CUST003886,Potential
CUST003887,Potential
CUST003888,Potential
CUST003889,Potential
CUST003890,Potential
CUST003891,Potential
CUST003892,Potential
CUST003893,Potential
CUST003894,Potential
CUST003895,Potential
CUST003896,Potential
CUST003897,Potential
CUST003898,Potential
CUST003899,Potential
CUST003900,Potential
CUST003901,Potential
CUST003902,Potential
CUST003903,Potential
CUST003904,Potential
CUST003905,Potential
CUST003906,Potential
CUST003907,Potential
CUST003908,Potential
CUST003909,Potential
CUST003910,Potential
CUST003911,Potential
CUST003912,Potential
CUST003913,Potential
CUST003914,Potential
CUST003915,Potential
CUST003916,Potential
CUST003917,Potential
CUST003918,Potential
CUST003919,Potential
CUST003920,Potential
CUST003921,Potential
CUST003922,Potential
CUST003923,Potential
CUST003924,Potential
CUST003925,Potential
CUST003926,Potential
CUST003927,Potential
CUST003928,Potential
CUST003929,Potential
CUST003930,Potential
CUST003931,Potential
CUST003932,Potential
CUST003933,Potential
CUST003934,Potential
CUST003935,Potential
CUST003936,Potential
CUST003937,Potential
CUST003938,Potential
CUST003939,Potential
CUST003940,Potential
CUST003941,Potential
CUST003942,Potential
CUST003943,Potential
CUST003944,Potential
CUST003945,Potential
CUST003946,Potential
CUST003947,Potential
CUST003948,Potential
CUST003949,Potential
CUST003950,Potential
CUST003951,Potential
CUST003952,Potential
CUST003953,Potential
CUST003954,Potential
CUST003955,Potential
CUST003956,Potential
CUST003957,Potential
CUST003958,Potential
CUST003959,Potential
CUST003960,Potential
CUST003961,Potential
CUST003962,Potential
CUST003963,Potential
CUST003964,Potential
CUST003965,Potential
CUST003966,Potential
CUST003967,Potential
CUST003968,Potential
CUST003969,Potential
CUST003970,Potential
CUST003971,Potential
CUST003972,Potential
CUST003973,Potential
CUST003974,Potential
CUST003975,Potential
CUST003976,Potential
CUST003977,Potential
CUST003978,Potential
CUST003979,Potential
CUST003980,Potential
CUST003981,Potential
CUST003982,Potential
CUST003983,Potential
CUST003984,Potential
CUST003985,Potential
CUST003986,Potential
CUST003987,Potential
CUST003988,Potential
CUST003989,Potential
CUST003990,Potential
CUST003991,Potential
CUST003992,Potential
CUST003993,Potential
CUST003994,Potential
CUST003995,Potential
CUST003996,Potential
CUST003997,Potential
CUST003998,Potential
CUST003999,Potential
CUST004000,Potential
CUST004001,Potential
CUST004002,Potential
CUST004003,Potential
CUST004004,Potential
CUST004005,Potential
CUST004006,Potential
CUST004007,Potential
CUST004008,Potential
CUST004009,Potential
CUST004010,Potential
CUST004011,Potential
CUST004012,Potential
CUST004013,Potential
CUST004014,Potential
CUST004015,Potential
CUST004016,Potential
CUST004017,Potential
CUST004018,Potential
CUST004019,Potential
CUST004020,Potential
CUST004021,Potential
CUST004022,Potential
CUST004023,Potential
CUST004024,Potential
CUST004025,Potential
CUST004026,Potential
CUST004027,Potential
CUST004028,Potential
CUST004029,Potential
CUST004030,Potential
CUST004031,Potential
CUST004032,Potential
CUST004033,Potential
CUST004034,Potential
CUST004035,Potential
CUST004036,Potential
CUST004037,Potential
CUST004038,Potential
CUST004039,Potential
CUST004040,Potential
CUST004041,Potential
CUST004042,Potential
CUST004043,Potential
CUST004044,Potential
CUST004045,Potential
CUST004046,Potential
CUST004047,Potential
CUST004048,Potential
CUST004049,Potential
CUST004050,Potential
CUST004051,Potential
CUST004052,Potential
CUST004053,Potential
CUST004054,Potential
CUST004055,Potential
CUST004056,Potential
CUST004057,Potential
CUST004058,Potential
CUST004059,Potential
CUST004060,Potential
CUST004061,Potential
CUST004062,Potential
CUST004063,Potential
CUST004064,Potential
CUST004065,Potential
CUST004066,Potential
CUST004067,Potential
CUST004068,Potential
CUST004069,Potential
CUST004070,Potential
CUST004071,Potential
CUST004072,Potential
CUST004073,Potential
CUST004074,Potential
CUST004075,Potential
CUST004076,Potential
CUST004077,Potential
CUST004078,Potential
CUST004079,Potential
CUST004080,Potential
CUST004081,Potential
CUST004082,Potential
CUST004083,Potential
CUST004084,Potential
CUST004085,Potential
CUST004086,Potential
CUST004087,Potential
CUST004088,Potential
CUST004089,Potential
CUST004090,Potential
CUST004091,Potential
CUST004092,Potential
CUST004093,Potential
CUST004094,Potential
CUST004095,Potential
CUST004096,Potential
CUST004097,Potential
CUST004098,Potential
CUST004099,Potential
CUST004100,Potential
CUST004101,Potential
CUST004102,Potential
CUST004103,Potential
CUST004104,Potential
CUST004105,Potential
CUST004106,Potential
CUST004107,Potential
CUST004108,Potential
CUST004109,Potential
CUST004110,Potential
CUST004111,Potential
CUST004112,Potential
CUST004113,Potential
CUST004114,Potential
CUST004115,Potential
CUST004116,Potential
CUST004117,Potential
CUST004118,Potential
CUST004119,Potential
CUST004120,Potential
CUST004121,Potential
CUST004122,Potential
CUST004123,Potential
CUST004124,Potential
CUST004125,Potential
CUST004126,Potential
CUST004127,Potential
CUST004128,Potential
CUST004129,Potential
CUST004130,Potential
CUST004131,Potential
CUST004132,Potential
CUST004133,Potential
CUST004134,Potential
CUST004135,Potential
CUST004136,Potential
CUST004137,Potential
CUST004138,Potential
CUST004139,Potential
CUST004140,Potential
CUST004141,Potential
CUST004142,Potential
CUST004143,Potential
CUST004144,Potential
CUST004145,Potential
CUST004146,Potential
CUST004147,Potential
CUST004148,Potential
CUST004149,Potential
CUST004150,Potential
CUST004151,Potential
CUST004152,Potential
CUST004153,Potential
CUST004154,Potential
CUST004155,Potential
CUST004156,Potential
CUST004157,Potential
CUST004158,Potential
CUST004159,Potential
CUST004160,Potential
CUST004161,Potential
CUST004162,Potential
CUST004163,Potential
CUST004164,Potential
CUST004165,Potential
CUST004166,Potential
CUST004167,Potential
CUST004168,Potential
CUST004169,Potential
CUST004170,Potential
CUST004171,Potential
CUST004172,Potential
CUST004173,Potential
CUST004174,Potential
CUST004175,Potential
CUST004176,Potential
CUST004177,Potential
CUST004178,Potential
CUST004179,Potential
CUST004180,Potential
CUST004181,Potential
CUST004182,Potential
CUST004183,Potential
CUST004184,Potential
CUST004185,Potential
CUST004186,Potential
CUST004187,Potential
CUST004188,Potential
CUST004189,Potential
CUST004190,Potential
CUST004191,Potential
CUST004192,Potential
CUST004193,Potential
CUST004194,Potential
CUST004195,Potential
CUST004196,Potential
CUST004197,Potential
CUST004198,Potential
CUST004199,Potential
CUST004200,Potential
CUST004201,Potential
CUST004202,Potential
CUST004203,Potential
CUST004204,Potential
CUST004205,Potential
CUST004206,Potential
CUST004207,Potential
CUST004208,Potential
CUST004209,Potential
CUST004210,Potential
CUST004211,Potential
CUST004212,Potential
CUST004213,Potential
CUST004214,Potential
CUST004215,Potential
CUST004216,Potential
CUST004217,Potential
CUST004218,Potential
CUST004219,Potential
CUST004220,Potential
CUST004221,Potential
CUST004222,Potential
CUST004223,Potential
CUST004224,Potential
CUST004225,Potential
CUST004226,Potential
CUST004227,Potential
CUST004228,Potential
CUST004229,Potential
CUST004230,Potential
CUST004231,Potential
CUST004232,Potential
CUST004233,Potential
CUST004234,Potential
CUST004235,Potential
CUST004236,Potential
CUST004237,Potential
CUST004238,Potential
CUST004239,Potential
CUST004240,Potential
CUST004241,Potential
CUST004242,Potential
CUST004243,Potential
CUST004244,Potential
CUST004245,Potential
CUST004246,Potential
CUST004247,Potential
CUST004248,Potential
CUST004249,Potential
CUST004250,Potential
CUST004251,Potential
CUST004252,Potential
CUST004253,Potential
CUST004254,Potential
CUST004255,Potential
CUST004256,Potential
CUST004257,Potential
CUST004258,Potential
CUST004259,Potential
CUST004260,Potential
CUST004261,Potential
CUST004262,Potential
CUST004263,Potential
CUST004264,Potential
CUST004265,Potential
CUST004266,Potential
CUST004267,Potential
CUST004268,Potential
CUST004269,Potential
CUST004270,Potential
CUST004271,Potential
CUST004272,Potential
CUST004273,Potential
CUST004274,Potential
CUST004275,Potential
CUST004276,Potential
CUST004277,Potential
CUST004278,Potential
CUST004279,Potential
CUST004280,Potential
CUST004281,Potential
CUST004282,Potential
CUST004283,Potential
CUST004284,Potential
CUST004285,Potential
CUST004286,Potential
CUST004287,Potential
CUST004288,Potential
CUST004289,Potential
CUST004290,Potential
CUST004291,Potential
CUST004292,Potential
CUST004293,Potential
CUST004294,Potential
CUST004295,Potential
CUST004296,Potential
CUST004297,Potential
CUST004298,Potential
CUST004299,Potential
CUST004300,Potential
CUST004301,Potential
CUST004302,Potential
CUST004303,Potential
CUST004304,Potential
CUST004305,Potential
CUST004306,Potential
CUST004307,Potential
CUST004308,Potential
CUST004309,Potential
CUST004310,Potential
CUST004311,Potential
CUST004312,Potential
CUST004313,Potential
CUST004314,Potential
CUST004315,Potential
CUST004316,Potential
CUST004317,Potential
CUST004318,Potential
CUST004319,Potential
CUST004320,Potential
CUST004321,Potential
CUST004322,Potential
CUST004323,Potential
CUST004324,Potential
CUST004325,Potential
CUST004326,Potential
CUST004327,Potential
CUST004328,Potential
CUST004329,Potential
CUST004330,Potential
CUST004331,Potential
CUST004332,Potential
CUST004333,Potential
CUST004334,Potential
CUST004335,Potential
CUST004336,Potential
CUST004337,Potential
CUST004338,Potential
CUST004339,Potential
CUST004340,Potential
CUST004341,Potential
CUST004342,Potential
CUST004343,Potential
CUST004344,Potential
CUST004345,Potential
CUST004346,Potential
CUST004347,Potential
CUST004348,Potential
CUST004349,Potential
CUST004350,Potential
CUST004351,Potential
CUST004352,Potential
CUST004353,Potential
CUST004354,Potential
CUST004355,Potential
CUST004356,Potential
CUST004357,Potential
CUST004358,Potential
CUST004359,Potential
CUST004360,Potential
CUST004361,Potential
CUST004362,Potential
CUST004363,Potential
CUST004364,Potential
CUST004365,Potential
CUST004366,Potential
CUST004367,Potential
CUST004368,Potential
CUST004369,Potential
CUST004370,Potential
CUST004371,Potential
CUST004372,Potential
CUST004373,Potential
CUST004374,Potential
CUST004375,Potential
CUST004376,Potential
CUST004377,Potential
CUST004378,Potential
CUST004379,Potential
CUST004380,Potential
CUST004381,Potential
CUST004382,Potential
CUST004383,Potential
CUST004384,Potential
CUST004385,Potential
CUST004386,Potential
CUST004387,Potential
CUST004388,Potential
CUST004389,Potential
CUST004390,Potential
CUST004391,Potential
CUST004392,Potential
CUST004393,Potential
CUST004394,Potential
CUST004395,Potential
CUST004396,Potential
CUST004397,Potential
CUST004398,Potential
CUST004399,Potential
CUST004400,Potential
CUST004401,Potential
CUST004402,Potential
CUST004403,Potential
CUST004404,Potential
CUST004405,Potential
CUST004406,Potential
CUST004407,Potential
CUST004408,Potential
CUST004409,Potential
CUST004410,Potential
CUST004411,Potential
CUST004412,Potential
CUST004413,Potential
CUST004414,Potential
CUST004415,Potential
CUST004416,Potential
CUST004417,Potential
CUST004418,Potential
CUST004419,Potential
CUST004420,Potential
CUST004421,Potential
CUST004422,Potential
CUST004423,Potential
CUST004424,Potential
CUST004425,Potential
CUST004426,Potential
CUST004427,Potential
CUST004428,Potential
CUST004429,Potential
CUST004430,Potential
CUST004431,Potential
CUST004432,Potential
CUST004433,Potential
CUST004434,Potential
CUST004435,Potential
CUST004436,Potential
CUST004437,Potential
CUST004438,Potential
CUST004439,Potential
CUST004440,Potential
CUST004441,Potential
CUST004442,Potential
CUST004443,Potential
CUST004444,Potential
CUST004445,Potential
CUST004446,Potential
CUST004447,Potential
CUST004448,Potential
CUST004449,Potential
CUST004450,Potential
CUST004451,Potential
CUST004452,Potential
CUST004453,Potential
CUST004454,Potential
CUST004455,Potential
CUST004456,Potential
CUST004457,Potential
CUST004458,Potential
CUST004459,Potential
CUST004460,Potential
CUST004461,Potential
CUST004462,Potential
CUST004463,Potential
CUST004464,Potential
CUST004465,Potential
CUST004466,Potential
CUST004467,Potential
CUST004468,Potential
CUST004469,Potential
CUST004470,Potential
CUST004471,Potential
CUST004472,Potential
CUST004473,Potential
CUST004474,Potential
CUST004475,Potential
CUST004476,Potential
CUST004477,Potential
CUST004478,Potential
CUST004479,Potential
CUST004480,Potential
CUST004481,Potential
CUST004482,Potential
CUST004483,Potential
CUST004484,Potential
CUST004485,Potential
CUST004486,Potential
CUST004487,Potential
CUST004488,Potential
CUST004489,Potential
CUST004490,Potential
CUST004491,Potential
CUST004492,Potential
CUST004493,Potential
CUST004494,Potential
CUST004495,Potential
CUST004496,Potential
CUST004497,Potential
CUST004498,Potential
CUST004499,Potential
CUST004500,At Risk
CUST004501,At Risk
CUST004502,At Risk
CUST004503,At Risk
CUST004504,At Risk
CUST004505,At Risk
CUST004506,At Risk
CUST004507,At Risk
CUST004508,At Risk
CUST004509,At Risk
CUST004510,At Risk
CUST004511,At Risk
CUST004512,At Risk
CUST004513,At Risk
CUST004514,At Risk
CUST004515,At Risk
CUST004516,At Risk
CUST004517,At Risk
CUST004518,At Risk
CUST004519,At Risk
CUST004520,At Risk
CUST004521,At Risk
CUST004522,At Risk
CUST004523,At Risk
CUST004524,At Risk
CUST004525,At Risk
CUST004526,At Risk
CUST004527,At Risk
CUST004528,At Risk
CUST004529,At Risk
CUST004530,At Risk
CUST004531,At Risk
CUST004532,At Risk
CUST004533,At Risk
CUST004534,At Risk
CUST004535,At Risk
CUST004536,At Risk
CUST004537,At Risk
CUST004538,At Risk
CUST004539,At Risk
CUST004540,At Risk
CUST004541,At Risk
CUST004542,At Risk
CUST004543,At Risk
CUST004544,At Risk
CUST004545,At Risk
CUST004546,At Risk
CUST004547,At Risk
CUST004548,At Risk
CUST004549,At Risk
CUST004550,At Risk
CUST004551,At Risk
CUST004552,At Risk
CUST004553,At Risk
CUST004554,At Risk
CUST004555,At Risk
CUST004556,At Risk
CUST004557,At Risk
CUST004558,At Risk
CUST004559,At Risk
CUST004560,At Risk
CUST004561,At Risk
CUST004562,At Risk
CUST004563,At Risk
CUST004564,At Risk
CUST004565,At Risk
CUST004566,At Risk
CUST004567,At Risk
CUST004568,At Risk
CUST004569,At Risk
CUST004570,At Risk
CUST004571,At Risk
CUST004572,At Risk
CUST004573,At Risk
CUST004574,At Risk
CUST004575,At Risk
CUST004576,At Risk
CUST004577,At Risk
CUST004578,At Risk
CUST004579,At Risk
CUST004580,At Risk
CUST004581,At Risk
CUST004582,At Risk
CUST004583,At Risk
CUST004584,At Risk
CUST004585,At Risk
CUST004586,At Risk
CUST004587,At Risk
CUST004588,At Risk
CUST004589,At Risk
CUST004590,At Risk
CUST004591,At Risk
CUST004592,At Risk
CUST004593,At Risk
CUST004594,At Risk
CUST004595,At Risk
CUST004596,At Risk
CUST004597,At Risk
CUST004598,At Risk
CUST004599,At Risk
CUST004600,At Risk
CUST004601,At Risk
CUST004602,At Risk
CUST004603,At Risk
CUST004604,At Risk
CUST004605,At Risk
CUST004606,At Risk
CUST004607,At Risk
CUST004608,At Risk
CUST004609,At Risk
CUST004610,At Risk
CUST004611,At Risk
CUST004612,At Risk
CUST004613,At Risk
CUST004614,At Risk
CUST004615,At Risk
CUST004616,At Risk
CUST004617,At Risk
CUST004618,At Risk
CUST004619,At Risk
CUST004620,At Risk
CUST004621,At Risk
CUST004622,At Risk
CUST004623,At Risk
CUST004624,At Risk
CUST004625,At Risk
CUST004626,At Risk
CUST004627,At Risk
CUST004628,At Risk
CUST004629,At Risk
CUST004630,At Risk
CUST004631,At Risk
CUST004632,At Risk
CUST004633,At Risk
CUST004634,At Risk
CUST004635,At Risk
CUST004636,At Risk
CUST004637,At Risk
CUST004638,At Risk
CUST004639,At Risk
CUST004640,At Risk
CUST004641,At Risk
CUST004642,At Risk
CUST004643,At Risk
CUST004644,At Risk
CUST004645,At Risk
CUST004646,At Risk
CUST004647,At Risk
CUST004648,At Risk
CUST004649,At Risk
CUST004650,At Risk
CUST004651,At Risk
CUST004652,At Risk
CUST004653,At Risk
CUST004654,At Risk
CUST004655,At Risk
CUST004656,At Risk
CUST004657,At Risk
CUST004658,At Risk
CUST004659,At Risk
CUST004660,At Risk
CUST004661,At Risk
CUST004662,At Risk
CUST004663,At Risk
CUST004664,At Risk
CUST004665,At Risk
CUST004666,At Risk
CUST004667,At Risk
CUST004668,At Risk
CUST004669,At Risk
CUST004670,At Risk
CUST004671,At Risk
CUST004672,At Risk
CUST004673,At Risk
CUST004674,At Risk
CUST004675,At Risk
CUST004676,At Risk
CUST004677,At Risk
CUST004678,At Risk
CUST004679,At Risk
CUST004680,At Risk
CUST004681,At Risk
CUST004682,At Risk
CUST004683,At Risk
CUST004684,At Risk
CUST004685,At Risk
CUST004686,At Risk
CUST004687,At Risk
CUST004688,At Risk
CUST004689,At Risk
CUST004690,At Risk
CUST004691,At Risk
CUST004692,At Risk
CUST004693,At Risk
CUST004694,At Risk
CUST004695,At Risk
CUST004696,At Risk
CUST004697,At Risk
CUST004698,At Risk
CUST004699,At Risk
CUST004700,At Risk
CUST004701,At Risk
CUST004702,At Risk
CUST004703,At Risk
CUST004704,At Risk
CUST004705,At Risk
CUST004706,At Risk
CUST004707,At Risk
CUST004708,At Risk
CUST004709,At Risk
CUST004710,At Risk
CUST004711,At Risk
CUST004712,At Risk
CUST004713,At Risk
CUST004714,At Risk
CUST004715,At Risk
CUST004716,At Risk
CUST004717,At Risk
CUST004718,At Risk
CUST004719,At Risk
CUST004720,At Risk
CUST004721,At Risk
CUST004722,At Risk
CUST004723,At Risk
CUST004724,At Risk
CUST004725,At Risk
CUST004726,At Risk
CUST004727,At Risk
CUST004728,At Risk
CUST004729,At Risk
CUST004730,At Risk
CUST004731,At Risk
CUST004732,At Risk
CUST004733,At Risk
CUST004734,At Risk
CUST004735,At Risk
CUST004736,At Risk
CUST004737,At Risk
CUST004738,At Risk
CUST004739,At Risk
CUST004740,At Risk
CUST004741,At Risk
CUST004742,At Risk
CUST004743,At Risk
CUST004744,At Risk
CUST004745,At Risk
CUST004746,At Risk
CUST004747,At Risk
CUST004748,At Risk
CUST004749,At Risk
CUST004750,At Risk
CUST004751,At Risk
CUST004752,At Risk
CUST004753,At Risk
CUST004754,At Risk
CUST004755,At Risk
CUST004756,At Risk
CUST004757,At Risk
CUST004758,At Risk
CUST004759,At Risk
CUST004760,At Risk
CUST004761,At Risk
CUST004762,At Risk
CUST004763,At Risk
CUST004764,At Risk
CUST004765,At Risk
CUST004766,At Risk
CUST004767,At Risk
CUST004768,At Risk
CUST004769,At Risk
CUST004770,At Risk
CUST004771,At Risk
CUST004772,At Risk
CUST004773,At Risk
CUST004774,At Risk
CUST004775,At Risk
CUST004776,At Risk
CUST004777,At Risk
CUST004778,At Risk
CUST004779,At Risk
CUST004780,At Risk
CUST004781,At Risk
CUST004782,At Risk
CUST004783,At Risk
CUST004784,At Risk
CUST004785,At Risk
CUST004786,At Risk
CUST004787,At Risk
CUST004788,At Risk
CUST004789,At Risk
CUST004790,At Risk
CUST004791,At Risk
CUST004792,At Risk
CUST004793,At Risk
CUST004794,At Risk
CUST004795,At Risk
CUST004796,At Risk
CUST004797,At Risk
CUST004798,At Risk
CUST004799,At Risk
CUST004800,At Risk
CUST004801,At Risk
CUST004802,At Risk
CUST004803,At Risk
CUST004804,At Risk
CUST004805,At Risk
CUST004806,At Risk
CUST004807,At Risk
CUST004808,At Risk
CUST004809,At Risk
CUST004810,At Risk
CUST004811,At Risk
CUST004812,At Risk
CUST004813,At Risk
CUST004814,At Risk
CUST004815,At Risk
CUST004816,At Risk
CUST004817,At Risk
CUST004818,At Risk
CUST004819,At Risk
CUST004820,At Risk
CUST004821,At Risk
CUST004822,At Risk
CUST004823,At Risk
